"","X1","X2","elements","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree","group","ID","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Group","nodes","label"
"46",-10.5378425301065,-3.4382412270531,"ASV35",0,0,0,0,"Severe","ASV35","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylobacterium-Methylorubrum","s__unclassified_g__Methylobacterium-Methylorubrum","Severe",63,"Severe: (nodes: 63; links: )"
"47",7.52269179473062,-3.15248547011072,"ASV36",3,0.203947368421053,0,3,"Severe","ASV36","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","s__Comamonas_aquatica","Severe",63,"Severe: (nodes: 63; links: )"
"48",3.5691788775561,-8.24075329930796,"ASV366",3,0.261603375527426,1.08333333333333,3,"Severe","ASV366","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__unclassified_g__Acinetobacter","Severe",63,"Severe: (nodes: 63; links: )"
"49",-9.86981098974947,1.58936231540538,"ASV39",0,0,0,0,"Severe","ASV39","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__unclassified_g__Pseudomonas","Severe",63,"Severe: (nodes: 63; links: )"
"50",3.93779569023589,-15.2067966723977,"ASV4",5,0.322916666666667,95.7478260869565,5,"Severe","ASV4","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Weeksellaceae","g__Cloacibacterium","s__unclassified_g__Cloacibacterium","Severe",63,"Severe: (nodes: 63; links: )"
"51",-4.01205251964272,9.40238218268692,"ASV40",2,0.267241379310345,0,2,"Severe","ASV40","d__Bacteria","k__norank_d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Micrococcales","f__Microbacteriaceae","g__Curtobacterium","s__unclassified_g__Curtobacterium","Severe",63,"Severe: (nodes: 63; links: )"
"52",3.39081336311538,7.63395690065575,"ASV41",6,0.322916666666667,1.88636363636364,6,"Severe","ASV41","d__Bacteria","k__norank_d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Micrococcales","f__Micrococcaceae","g__Paenarthrobacter","s__unclassified_g__Paenarthrobacter","Severe",63,"Severe: (nodes: 63; links: )"
"53",5.10240896406399,11.8961352938754,"ASV43",5,0.321243523316062,1.88636363636364,5,"Severe","ASV43","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Caulobacterales","f__Caulobacteraceae","g__Brevundimonas","s__unclassified_g__Brevundimonas","Severe",63,"Severe: (nodes: 63; links: )"
"54",-3.09871612476156,-14.9095612091864,"ASV45",1,0.191950464396285,0,1,"Severe","ASV45","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__unclassified_g__Acinetobacter","Severe",63,"Severe: (nodes: 63; links: )"
"55",-1.98293316595487,16.4309708642696,"ASV46",6,0.3875,282.323075683957,6,"Severe","ASV46","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium_sp._B202","Severe",63,"Severe: (nodes: 63; links: )"
"56",-6.76457516712971,-14.8466655563999,"ASV491",1,0.191950464396285,0,1,"Severe","ASV491","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__unclassified_g__Klebsiella","Severe",63,"Severe: (nodes: 63; links: )"
"57",-6.32903908992386,3.67290266061327,"ASV5",2,0.278026905829596,0,2,"Severe","ASV5","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__unclassified_g__Sphingomonas","Severe",63,"Severe: (nodes: 63; links: )"
"58",-5.49714245416664,-11.8123979378787,"ASV50",1,0.19496855345912,0,1,"Severe","ASV50","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__unclassified_g__Pseudomonas","Severe",63,"Severe: (nodes: 63; links: )"
"59",0.848508254925719,10.8367334881861,"ASV57",1,0.266094420600858,0,1,"Severe","ASV57","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Chitinophagales","f__Chitinophagaceae","g__Sediminibacterium","s__uncultured_bacterium_g__Sediminibacterium","Severe",63,"Severe: (nodes: 63; links: )"
"60",1.63081827913034,-13.2183084670972,"ASV578",4,0.296650717703349,32.0354695304695,4,"Severe","ASV578","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Moraxellaceae","g__Acinetobacter","s__unclassified_g__Acinetobacter","Severe",63,"Severe: (nodes: 63; links: )"
"61",13.5815266881065,-3.28841781786676,"ASV6",7,0.328042328042328,286.618485982193,7,"Severe","ASV6","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylobacterium-Methylorubrum","s__unclassified_g__Methylobacterium-Methylorubrum","Severe",63,"Severe: (nodes: 63; links: )"
"62",0.291730800980214,14.4974298568612,"ASV60",5,0.366863905325444,107.462697173578,5,"Severe","ASV60","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__unclassified_g__Acidovorax","Severe",63,"Severe: (nodes: 63; links: )"
"63",-4.50552931135968,11.6391840523447,"ASV62",3,0.280542986425339,7.0258658008658,3,"Severe","ASV62","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__unclassified_g__Pseudomonas","Severe",63,"Severe: (nodes: 63; links: )"
"64",-3.18842200959411,-0.0997436182573366,"ASV7",14,0.364705882352941,142.398997711967,14,"Severe","ASV7","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__unclassified_g__Klebsiella","Severe",63,"Severe: (nodes: 63; links: )"
"65",-5.33546059247134,13.2083102491619,"ASV8",10,0.36046511627907,353.410080672146,10,"Severe","ASV8","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Weeksellaceae","g__Chryseobacterium","s__unclassified_g__Chryseobacterium","Severe",63,"Severe: (nodes: 63; links: )"
"66",7.78012310441917,-14.7726787828649,"ASV88",1,0.245059288537549,0,1,"Severe","ASV88","d__Bacteria","k__norank_d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Corynebacteriales","f__Nocardiaceae","g__Williamsia","s__unclassified_g__Williamsia","Severe",63,"Severe: (nodes: 63; links: )"
"67",13.4980315941062,-0.899931366965919,"ASV9",4,0.253061224489796,59,4,"Severe","ASV9","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","s__unclassified_g__Comamonas","Severe",63,"Severe: (nodes: 63; links: )"
"68",2.93667672026863,-8.32698968728762,"ASV1",6,0.383838383838384,179.075867146327,6,"Middle","ASV1","d__Bacteria","k__norank_d__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Bacillaceae","g__Bacillus","s__unclassified_g__Bacillus","Middle",77,"Middle: (nodes: 77; links: )"
"69",-7.1617653318182,-8.2923144218498,"ASV10",11,0.406417112299465,164.9890676666,11,"Middle","ASV10","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Middle",77,"Middle: (nodes: 77; links: )"
"70",-7.32430455196674,-11.0417858609276,"ASV11",5,0.360189573459716,58.6468453620267,5,"Middle","ASV11","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Weeksellaceae","g__Chryseobacterium","s__unclassified_g__Chryseobacterium","Middle",77,"Middle: (nodes: 77; links: )"
"71",-4.56966985673734,9.96210979882074,"ASV112",2,0.330434782608696,0.121323529411765,2,"Middle","ASV112","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__unclassified_g__Klebsiella","Middle",77,"Middle: (nodes: 77; links: )"
"72",-2.0291305785938,9.27843610199393,"ASV113",9,0.410810810810811,3.58601075241355,9,"Middle","ASV113","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__unclassified_g__Klebsiella","Middle",77,"Middle: (nodes: 77; links: )"
"73",3.30911429233858,-0.040303253488811,"ASV114",4,0.374384236453202,1.64871679217848,4,"Middle","ASV114","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__unclassified_g__Pseudomonas","Middle",77,"Middle: (nodes: 77; links: )"
"74",11.2526817607767,-4.3525522448702,"ASV115",11,0.395833333333333,122.274788663393,11,"Middle","ASV115","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Middle",77,"Middle: (nodes: 77; links: )"
"75",4.05749636831149,6.21137487859671,"ASV116",15,0.444444444444444,57.3364777247398,15,"Middle","ASV116","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","s__unclassified_g__Comamonas","Middle",77,"Middle: (nodes: 77; links: )"
"76",-6.62744308823509,1.38959770334137,"ASV117",4,0.381909547738693,12.1370004012273,4,"Middle","ASV117","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__Klebsiella","s__unclassified_g__Klebsiella","Middle",77,"Middle: (nodes: 77; links: )"
"77",9.30747093974267,7.49773780282867,"ASV118",6,0.374384236453202,61.7091618663909,6,"Middle","ASV118","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Cytophaga_sp._VM1T","Middle",77,"Middle: (nodes: 77; links: )"
"78",-14.8682546567581,-4.29249687013298,"ASV119",6,0.356807511737089,72.4491468240135,6,"Middle","ASV119","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Middle",77,"Middle: (nodes: 77; links: )"
